y,x,idea,beta,alpha,z_last,abs_z,adf_pval,nobs,bucket_y,bucket_x,is_bahrain_pair,is_ksa_pair,ksa_cross
KSA 5 3/4 01/16/54,ARAMCO 3 1/2 11/24/70,Long Y / Short X,0.92,2.2,0.74,0.74,0.1042,122,IG,IG,False,True,True
OMAN 6 1/4 01/25/31,UAE 2 10/19/31,Long Y / Short X,0.7,90.83,0.74,0.74,0.105,122,IG,IG,False,False,False
QATAR 4 3/4 05/29/34,ADNOCM 4 1/4 09/11/29,Short Y / Long X,0.52,20.19,-0.74,0.74,0.1091,122,IG,IG,False,False,False
ISRAEL 6 1/2 11/06/31,DPWDU 5 5/8 09/25/48,Short Y / Long X,0.32,59.83,-0.74,0.74,0.1298,122,IG,QUASI,False,False,False
KSA 5 01/16/34,JORDAN 7 3/8 10/10/47,Short Y / Long X,0.51,-66.17,-0.74,0.74,0.13,122,IG,HY,False,True,True
UAE 4.951 07/07/52,TAQAUH 4 10/03/49,Long Y / Short X,1.08,-28.39,0.74,0.74,0.1302,121,IG,QUASI,False,False,False
KSA 2 3/4 02/03/32,TAQAUH 4 10/03/49,Short Y / Long X,0.75,-9.2,-0.74,0.74,0.1431,121,IG,QUASI,False,True,True
MOROC 5 1/2 12/11/42,JORDAN 5.85 07/07/30,Long Y / Short X,0.57,65.35,0.74,0.74,0.1498,122,HY,HY,False,False,False
QATAR 5.103 04/23/48,RASGAS 5.838 09/30/27,Short Y / Long X,0.34,84.4,-0.74,0.74,0.1535,122,IG,OTHER,False,False,False
JORDAN 7 3/8 10/10/47,MOROC 3 12/15/32,Short Y / Long X,1.42,124.48,-0.74,0.74,0.167,122,HY,HY,False,False,False
ISRAEL 6 1/2 11/06/31,KSA 5 04/17/49,Long Y / Short X,0.43,43.64,0.74,0.74,0.1886,122,IG,IG,False,True,True
EGYPT 8 5/8 02/04/30,PIFKSA 5 01/29/29,Long Y / Short X,2.42,37.59,0.74,0.74,0.1931,122,HY,IG,False,True,True
EGYPT 7.3 09/30/33,UAE 4.05 07/07/32,Long Y / Short X,2.01,278.15,0.74,0.74,0.1937,122,HY,IG,False,False,False
PIFKSA 5 1/4 10/13/32,UAE 3 1/4 10/19/61,Short Y / Long X,0.78,25.14,-0.73,0.73,0.0,122,IG,IG,False,True,True
QATAR 4 1/2 04/23/28,KUWIB 4.652 10/09/35,Long Y / Short X,1.0,-49.34,0.73,0.73,0.0,122,IG,IG,False,False,False
MOROC 4 12/15/50,TAQAUH 4 7/8 04/23/30,Long Y / Short X,0.57,165.46,0.73,0.73,0.0006,122,HY,QUASI,False,False,False
MOROC 5 1/2 12/11/42,MOROC 3 12/15/32,Long Y / Short X,0.9,56.21,0.73,0.73,0.0012,122,HY,HY,False,False,False
QPETRO 1 3/8 09/12/26,DPWDU 5 1/4 12/24/29,Short Y / Long X,0.64,-24.58,-0.73,0.73,0.0014,121,IG,QUASI,False,False,False
JORDAN 7 1/2 01/13/29,DPWDU 5 1/4 12/24/29,Long Y / Short X,0.51,155.68,0.73,0.73,0.0094,121,HY,QUASI,False,False,False
PIFKSA 5 1/4 01/29/34,TAQAUH 4 7/8 04/23/30,Short Y / Long X,0.7,70.4,-0.73,0.73,0.0117,122,IG,QUASI,False,True,True
JORDAN 7 1/2 01/13/29,QATAR 5.103 04/23/48,Long Y / Short X,0.72,138.4,0.73,0.73,0.0139,122,HY,IG,False,False,False
PIFKSA 5 1/4 01/29/34,UAE 3 1/4 10/19/61,Short Y / Long X,0.71,40.12,-0.73,0.73,0.0175,122,IG,IG,False,True,True
KSA 3 1/4 10/22/30,TAQAUH 4.696 04/24/33,Long Y / Short X,0.66,20.86,0.73,0.73,0.0241,96,IG,QUASI,False,True,True
KSA 4 7/8 07/18/33,UAE 4.05 07/07/32,Short Y / Long X,0.67,73.04,-0.73,0.73,0.0287,122,IG,IG,False,True,True
QPETRO 1 3/8 09/12/26,MOROC 5 1/2 12/11/42,Short Y / Long X,1.12,-158.23,-0.73,0.73,0.0291,122,IG,HY,False,False,False
JORDAN 7 3/8 10/10/47,KSA 4 7/8 07/18/33,Long Y / Short X,1.46,184.77,0.73,0.73,0.0406,122,HY,IG,False,True,True
EGYPT 7 5/8 05/29/32,ARAMCO 2 1/4 11/24/30,Short Y / Long X,2.88,52.87,-0.73,0.73,0.0418,122,HY,IG,False,False,False
UAE 3 1/4 10/19/61,TAQAUH 4 10/03/49,Long Y / Short X,1.11,-31.07,0.73,0.73,0.0558,121,IG,QUASI,False,False,False
ADNOCM 4 1/2 09/11/34,QATAR 4 1/2 04/23/28,Short Y / Long X,1.38,35.18,-0.73,0.73,0.0733,122,IG,IG,False,False,False
KSA 4 3/4 01/16/30,UAE 2 7/8 10/19/41,Long Y / Short X,0.62,23.13,0.73,0.73,0.0799,122,IG,IG,False,True,True
PIFKSA 5 3/8 10/13/2122,QATAR 9 3/4 06/15/30,Short Y / Long X,1.02,176.49,-0.73,0.73,0.0849,122,IG,IG,False,True,True
ARAMCO 4 1/4 04/16/39,ADNOCM 5 1/8 09/11/54,Short Y / Long X,0.72,26.33,-0.73,0.73,0.0911,121,IG,IG,False,False,False
EGYPT 7.0529 01/15/32,TAQAUH 4 7/8 04/23/30,Long Y / Short X,1.99,182.82,0.73,0.73,0.0939,122,HY,QUASI,False,False,False
KSA 5 3/8 01/13/31,KSA 3 1/4 11/17/51,Long Y / Short X,0.62,-9.57,0.73,0.73,0.0974,122,IG,IG,False,True,False
PIFKSA 5 1/4 01/29/30,QATAR 4 7/8 02/27/35,Long Y / Short X,0.95,52.36,0.73,0.73,0.0998,122,IG,IG,False,True,True
ARAMCO 5 1/4 07/17/34,OMAN 7 01/25/51,Long Y / Short X,0.81,-33.88,0.73,0.73,0.103,122,IG,IG,False,False,False
KSA 4 7/8 07/18/33,QATAR 4 5/8 05/29/29,Short Y / Long X,0.61,73.82,-0.73,0.73,0.1047,122,IG,IG,False,True,True
ARAMCO 4 1/4 04/16/39,PIFKSA 5 1/4 01/29/30,Short Y / Long X,1.28,-3.06,-0.73,0.73,0.1205,122,IG,IG,False,True,True
TAQAUH 2 04/29/28,TAQAUH 4.696 04/24/33,Long Y / Short X,0.49,23.78,0.73,0.73,0.1205,121,QUASI,QUASI,False,False,False
EGYPT 7 5/8 05/29/32,PIFKSA 5 1/4 10/13/32,Long Y / Short X,2.76,29.02,0.73,0.73,0.1309,122,HY,IG,False,True,True
PIFKSA 5 1/4 10/13/32,OMAN 7 3/8 10/28/32,Short Y / Long X,1.02,-8.79,-0.73,0.73,0.1463,122,IG,IG,False,True,True
QATAR 3 3/4 04/16/30,DPWDU 5 1/4 12/24/29,Short Y / Long X,0.64,-24.25,-0.73,0.73,0.178,121,IG,QUASI,False,False,False
KSA 4 3/8 04/16/29,QPETRO 2 1/4 07/12/31,Long Y / Short X,0.85,12.84,0.72,0.72,0.0,122,IG,IG,False,True,True
MOROC 6 1/2 09/08/33,QPETRO 3 1/8 07/12/41,Long Y / Short X,0.56,82.76,0.72,0.72,0.0007,122,HY,IG,False,False,False
ARAMCO 6 3/8 06/02/55,TAQAUH 4 7/8 04/23/30,Short Y / Long X,0.72,142.92,-0.72,0.72,0.0024,122,IG,QUASI,False,False,False
KSA 5 01/16/34,PIFKSA 4 7/8 02/14/35,Short Y / Long X,0.84,-2.29,-0.72,0.72,0.0082,122,IG,IG,False,True,False
OMAN 6 3/4 01/17/48,PIFKSA 5 1/4 01/29/30,Short Y / Long X,1.03,80.48,-0.72,0.72,0.0084,122,IG,IG,False,True,True
QPETRO 3 1/8 07/12/41,KUWIB 4.652 10/09/35,Long Y / Short X,1.38,-4.44,0.72,0.72,0.0135,122,IG,IG,False,False,False
KSA 5 1/8 01/13/28,PIFKSA 5 3/8 10/13/2122,Long Y / Short X,0.51,-44.58,0.72,0.72,0.0148,122,IG,IG,False,True,False
OMAN 6 3/4 01/17/48,KSA 5 04/17/49,Long Y / Short X,0.83,53.88,0.72,0.72,0.0198,122,IG,IG,False,True,True
EGYPT 8 7/8 05/29/50,EGYPT 8 1/2 01/31/47,Short Y / Long X,1.02,-3.5,-0.72,0.72,0.0213,122,HY,HY,False,False,False
QATAR 4.4 04/16/50,ADNOCM 5 1/8 09/11/54,Long Y / Short X,0.74,4.67,0.72,0.72,0.0297,121,IG,IG,False,False,False
OMAN 6 3/4 01/17/48,PIFKSA 4 3/4 02/14/30,Short Y / Long X,0.8,108.1,-0.72,0.72,0.0419,122,IG,IG,False,True,True
JORDAN 5.85 07/07/30,TAQAUH 4 3/8 01/24/29,Long Y / Short X,0.62,178.79,0.72,0.72,0.0532,122,HY,QUASI,False,False,False
RPCUH 6 08/31/36,PIFKSA 5 09/15/35,Long Y / Short X,2.31,-158.52,0.72,0.72,0.0558,122,OTHER,IG,False,True,True
OMAN 6 1/2 03/08/47,ARAMCO 4 3/8 04/16/49,Long Y / Short X,0.79,54.88,0.72,0.72,0.059,122,IG,IG,False,False,False
OMAN 6 1/4 01/25/31,DPWDU 6.85 07/02/37,Long Y / Short X,0.48,47.74,0.72,0.72,0.0726,122,IG,QUASI,False,False,False
ISRAEL 6 1/2 11/06/31,KSA 4 1/2 04/17/30,Short Y / Long X,0.6,64.1,-0.72,0.72,0.0898,122,IG,IG,False,True,True
EGYPT 7.903 02/21/48,QATAR 3 5/8 11/10/28,Long Y / Short X,2.17,380.75,0.72,0.72,0.0999,105,HY,IG,False,False,False
PIFKSA 5 1/4 01/29/30,QATAR 3 5/8 11/10/28,Long Y / Short X,0.83,62.22,0.72,0.72,0.1024,105,IG,IG,False,True,True
ARAMCO 5 1/4 07/17/34,ARAMCO 5 3/8 06/02/35,Short Y / Long X,0.93,0.3,-0.72,0.72,0.1112,122,IG,IG,False,False,False
ISRAEL 6 1/2 11/06/31,QATAR 4 5/8 06/02/46,Short Y / Long X,0.41,68.23,-0.72,0.72,0.1341,122,IG,IG,False,False,False
EGYPT 8 3/4 09/30/51,QATAR 3 5/8 11/10/28,Long Y / Short X,2.13,396.47,0.72,0.72,0.1351,105,HY,IG,False,False,False
QATAR 5.103 04/23/48,QATAR 4.817 03/14/49,Long Y / Short X,1.03,-4.08,0.72,0.72,0.1384,122,IG,IG,False,False,False
EGYPT 8 1/2 01/31/47,TAQAUH 4.696 04/24/33,Long Y / Short X,1.64,349.55,0.72,0.72,0.1394,121,HY,QUASI,False,False,False
EGYPT 8 7/8 05/29/50,RASGAS 5.838 09/30/27,Short Y / Long X,0.69,459.67,-0.72,0.72,0.1396,122,HY,OTHER,False,False,False
QATAR 4 3/4 05/29/34,QPETRO 3 1/8 07/12/41,Short Y / Long X,0.5,-8.24,-0.72,0.72,0.1551,122,IG,IG,False,False,False
PIFKSA 4 3/4 02/14/30,KUWIB 4.652 10/09/35,Long Y / Short X,1.2,-13.74,0.72,0.72,0.1577,122,IG,IG,False,True,True
PIFKSA 5 10/13/27,ISRAEL 6 1/2 11/06/31,Long Y / Short X,0.77,-3.16,0.72,0.72,0.1639,122,IG,IG,False,True,True
EGYPT 7.903 02/21/48,ADNOCM 4 1/2 09/11/34,Long Y / Short X,1.73,330.27,0.72,0.72,0.1652,122,HY,IG,False,False,False
EGYPT 7.0529 01/15/32,UAE 4.05 07/07/32,Long Y / Short X,2.4,220.02,0.72,0.72,0.1667,122,HY,IG,False,False,False
EGYPT 8 7/8 05/29/50,QATAR 3 1/4 06/02/26,Short Y / Long X,1.6,481.85,-0.72,0.72,0.1679,122,HY,IG,False,False,False
MOROC 6 1/2 09/08/33,KUWIB 4.016 10/09/28,Long Y / Short X,0.63,113.63,0.72,0.72,0.1728,122,HY,IG,False,False,False
ADNOCM 5 1/8 09/11/54,TAQAUH 4 3/8 06/22/26,Short Y / Long X,0.65,117.55,-0.72,0.72,0.189,121,IG,QUASI,False,False,False
KSA 5 01/16/34,PIFKSA 5 1/4 01/29/34,Short Y / Long X,0.76,11.68,-0.71,0.71,0.0024,122,IG,IG,False,True,False
QPETRO 1 3/8 09/12/26,UAE 4.917 09/25/33,Short Y / Long X,1.05,4.73,-0.71,0.71,0.0044,122,IG,IG,False,False,False
OMAN 6 08/01/29,QATAR 5.103 04/23/48,Long Y / Short X,0.51,56.57,0.71,0.71,0.0047,122,IG,IG,False,False,False
QPETRO 2 1/4 07/12/31,TAQAUH 4 3/4 03/09/37,Short Y / Long X,0.88,-20.68,-0.71,0.71,0.0094,122,IG,QUASI,False,False,False
UAE 4.857 07/02/34,TAQAUH 4 3/8 06/22/26,Short Y / Long X,0.47,37.0,-0.71,0.71,0.0107,122,IG,QUASI,False,False,False
DPWDU 6.85 07/02/37,TAQAUH 4 10/03/49,Long Y / Short X,1.36,-30.84,0.71,0.71,0.0111,121,QUASI,QUASI,False,False,False
KSA 3 1/4 10/22/30,PIFKSA 5 09/15/35,Long Y / Short X,1.14,-63.28,0.71,0.71,0.0129,97,IG,IG,False,True,False
QATAR 4 1/2 04/23/28,TAQAUH 4 7/8 04/23/30,Long Y / Short X,0.6,2.7,0.71,0.71,0.0165,122,IG,QUASI,False,False,False
QPETRO 1 3/8 09/12/26,UAE 3 1/4 10/19/61,Short Y / Long X,0.9,-51.54,-0.71,0.71,0.0184,122,IG,IG,False,False,False
QPETRO 3.3 07/12/51,TAQAUH 4 7/8 04/23/30,Long Y / Short X,0.95,64.52,0.71,0.71,0.0209,122,IG,QUASI,False,False,False
OMAN 6 1/2 03/08/47,DPWDU 4.7 09/30/49,Short Y / Long X,0.58,84.63,-0.71,0.71,0.0217,122,IG,QUASI,False,False,False
ARAMCO 6 3/8 06/02/55,OMAN 6 1/2 03/08/47,Short Y / Long X,0.98,19.5,-0.71,0.71,0.0247,122,IG,IG,False,False,False
OMAN 7 01/25/51,KSA 4 1/2 04/17/30,Short Y / Long X,0.86,119.45,-0.71,0.71,0.0343,122,IG,IG,False,True,True
PIFKSA 5 1/4 01/29/30,UAE 3 1/4 10/19/61,Long Y / Short X,0.61,35.1,0.71,0.71,0.0447,122,IG,IG,False,True,True
KSA 4 3/4 01/18/28,JORDAN 7 3/8 10/10/47,Long Y / Short X,0.45,-74.35,0.71,0.71,0.0488,122,IG,HY,False,True,True
KSA 5 04/17/49,KSA 3 1/4 11/17/51,Long Y / Short X,0.91,13.73,0.71,0.71,0.0501,122,IG,IG,False,True,False
UAE 4.857 07/02/34,OMAN 6 1/4 01/25/31,Short Y / Long X,1.03,-63.83,-0.71,0.71,0.0535,122,IG,IG,False,False,False
QATAR 4 3/4 05/29/34,TAQAUH 3.4 04/29/51,Short Y / Long X,0.54,-14.42,-0.71,0.71,0.0687,122,IG,QUASI,False,False,False
UAE 2 10/19/31,TAQAUH 6 1/2 10/27/36,Short Y / Long X,0.89,-49.43,-0.71,0.71,0.0698,122,IG,QUASI,False,False,False
OMAN 6 1/2 03/08/47,QATAR 3 3/4 04/16/30,Long Y / Short X,0.73,143.23,0.71,0.71,0.0772,122,IG,IG,False,False,False
OMAN 5 5/8 01/17/28,ARAMCO 4 3/4 06/02/30,Long Y / Short X,0.67,40.9,0.71,0.71,0.0823,122,IG,IG,False,False,False
OMAN 6 08/01/29,OMAN 6 1/4 01/25/31,Long Y / Short X,0.75,25.54,0.71,0.71,0.0849,122,IG,IG,False,False,False
KSA 4 7/8 07/18/33,JORDAN 7 1/2 01/13/29,Short Y / Long X,0.43,10.88,-0.71,0.71,0.0895,122,IG,HY,False,True,True
QATAR 9 3/4 06/15/30,QATAR 5 3/4 01/20/42,Short Y / Long X,0.87,-32.86,-0.71,0.71,0.0976,122,IG,IG,False,False,False
ARAMCO 4 1/4 04/16/39,ADNOCM 4 1/4 09/11/29,Short Y / Long X,0.94,67.32,-0.71,0.71,0.1024,122,IG,IG,False,False,False
KSA 5 5/8 01/13/35,OMAN 6 3/4 01/17/48,Long Y / Short X,0.6,-3.16,0.71,0.71,0.1079,122,IG,IG,False,True,True
PIFKSA 5 10/13/27,QATAR 3 3/4 04/16/30,Long Y / Short X,0.53,54.87,0.71,0.71,0.1322,122,IG,IG,False,True,True
EGYPT 8 7/8 05/29/50,PIFKSA 5 1/4 10/13/32,Long Y / Short X,1.99,287.56,0.71,0.71,0.1466,122,HY,IG,False,True,True
EGYPT 5 7/8 02/16/31,ADNOCM 5 1/8 09/11/54,Long Y / Short X,1.91,20.74,0.71,0.71,0.1586,121,HY,IG,False,False,False
EGYPT 8 7/8 05/29/50,QATAR 4 1/2 02/27/28,Short Y / Long X,1.87,438.74,-0.71,0.71,0.1764,122,HY,IG,False,False,False
OMAN 6 1/2 03/08/47,QATAR 4 7/8 02/27/35,Long Y / Short X,1.01,125.66,0.71,0.71,0.1806,122,IG,IG,False,False,False
PIFKSA 5 01/29/29,ARAMCO 4 3/8 04/16/49,Long Y / Short X,0.71,-14.55,0.71,0.71,0.1823,122,IG,IG,False,True,True
JORDAN 7 3/8 10/10/47,PIFKSA 5 1/4 01/29/34,Long Y / Short X,1.1,202.02,0.71,0.71,0.1944,122,HY,IG,False,True,True
KSA 4 3/8 04/16/29,QATAR 4 1/2 04/23/28,Short Y / Long X,1.0,33.16,-0.7,0.7,0.0,122,IG,IG,False,True,True
QPETRO 2 1/4 07/12/31,UAE 2 10/19/31,Short Y / Long X,0.83,46.01,-0.7,0.7,0.0,122,IG,IG,False,False,False
ARAMCO 5 7/8 07/17/64,KSA 2 1/4 02/02/33,Long Y / Short X,1.31,76.34,0.7,0.7,0.0014,122,IG,IG,False,True,True
KSA 5 3/8 01/13/31,QATAR 9 3/4 06/15/30,Short Y / Long X,0.8,50.76,-0.7,0.7,0.0067,122,IG,IG,False,True,True
PIFKSA 5 1/4 10/13/32,TAQAUH 4 3/8 01/24/29,Short Y / Long X,0.8,58.55,-0.7,0.7,0.0091,122,IG,QUASI,False,True,True
KSA 5 3/4 01/16/54,KSA 5 01/18/53,Long Y / Short X,0.94,12.95,0.7,0.7,0.0119,122,IG,IG,False,True,False
KSA 5 3/8 01/13/31,ARAMCO 6 3/8 06/02/55,Short Y / Long X,0.76,-57.36,-0.7,0.7,0.0143,122,IG,IG,False,True,True
PIFKSA 5 3/8 01/29/54,DPWDU 6.85 07/02/37,Short Y / Long X,0.65,87.58,-0.7,0.7,0.0144,122,IG,QUASI,False,True,True
QATAR 5.103 04/23/48,PIFKSA 5 09/15/35,Long Y / Short X,1.52,-84.66,0.7,0.7,0.019,122,IG,IG,False,True,True
QPETRO 3 1/8 07/12/41,QATAR 5 3/4 01/20/42,Long Y / Short X,1.19,11.32,0.7,0.7,0.0196,122,IG,IG,False,False,False
EGYPT 8 5/8 02/04/30,EGYPT 7.6003 03/01/29,Long Y / Short X,1.36,-53.18,0.7,0.7,0.0275,122,HY,HY,False,False,False
OMAN 6 3/4 01/17/48,UAE 2 10/19/31,Short Y / Long X,0.8,157.06,-0.7,0.7,0.0281,122,IG,IG,False,False,False
QATAR 5.103 04/23/48,UAE 2 10/19/31,Long Y / Short X,1.02,70.91,0.7,0.7,0.036,122,IG,IG,False,False,False
QATAR 4.4 04/16/50,ADNOCM 4 1/2 09/11/34,Long Y / Short X,0.92,21.41,0.7,0.7,0.0445,122,IG,IG,False,False,False
KSA 5 01/18/53,KSA 3 1/4 11/17/51,Long Y / Short X,0.95,13.93,0.7,0.7,0.0462,122,IG,IG,False,True,False
ISRAEL 6 1/2 11/06/31,TAQAUH 3.4 04/29/51,Short Y / Long X,0.53,44.18,-0.7,0.7,0.0493,122,IG,QUASI,False,False,False
KSA 4 3/4 01/18/28,QATAR 4.4 04/16/50,Long Y / Short X,0.58,9.46,0.7,0.7,0.0547,122,IG,IG,False,True,True
ARAMCO 5 3/8 06/02/35,ADNOCM 4 1/2 09/11/34,Long Y / Short X,0.73,55.82,0.7,0.7,0.0551,122,IG,IG,False,False,False
QATAR 3 3/4 04/16/30,QATAR 4.817 03/14/49,Short Y / Long X,0.88,-45.27,-0.7,0.7,0.0633,122,IG,IG,False,False,False
TAQAUH 4.696 04/24/33,DPWDU 5 1/4 12/24/29,Short Y / Long X,0.79,-1.91,-0.7,0.7,0.0862,120,QUASI,QUASI,False,False,False
EGYPT 8 7/8 05/29/50,EGYPT 7 5/8 05/29/32,Short Y / Long X,0.85,222.02,-0.7,0.7,0.0945,122,HY,HY,False,False,False
QATAR 3 3/4 04/16/30,QATAR 9 3/4 06/15/30,Long Y / Short X,1.11,-3.88,0.7,0.7,0.1031,122,IG,IG,False,False,False
KSA 5 3/4 01/16/54,QATAR 9 3/4 06/15/30,Short Y / Long X,0.97,122.23,-0.7,0.7,0.1061,122,IG,IG,False,True,True
ARAMCO 5 3/8 06/02/35,TAQAUH 4.696 04/24/33,Short Y / Long X,0.66,65.71,-0.7,0.7,0.1139,121,IG,QUASI,False,False,False
EGYPT 7.3 09/30/33,QATAR 3 3/4 04/16/30,Long Y / Short X,2.21,250.32,0.7,0.7,0.1148,122,HY,IG,False,False,False
QATAR 3 1/4 06/02/26,KUWIB 4.016 10/09/28,Long Y / Short X,1.44,-73.49,0.7,0.7,0.1608,122,IG,IG,False,False,False
TAQAUH 3.4 04/29/51,QATAR 3 5/8 11/10/28,Long Y / Short X,1.06,75.17,0.7,0.7,0.1623,105,QUASI,IG,False,False,False
ARAMCO 4 1/4 04/16/39,RPCUH 6 08/31/36,Short Y / Long X,0.5,61.53,-0.7,0.7,0.1676,122,IG,OTHER,False,False,False
KSA 5 3/8 01/13/31,PIFKSA 5 3/8 01/29/54,Short Y / Long X,0.64,-24.45,-0.7,0.7,0.1722,122,IG,IG,False,True,False
EGYPT 8 3/4 09/30/51,PIFKSA 5 01/29/29,Long Y / Short X,1.83,336.95,0.7,0.7,0.1761,122,HY,IG,False,True,True
QPETRO 2 1/4 07/12/31,TAQAUH 4 3/8 01/24/29,Short Y / Long X,0.76,26.47,-0.69,0.69,0.0,122,IG,QUASI,False,False,False
MOROC 5 1/2 12/11/42,RPCUH 6 08/31/36,Long Y / Short X,0.33,145.29,0.69,0.69,0.0008,122,HY,OTHER,False,False,False
TAQAUH 4 3/8 10/09/31,TAQAUH 4 7/8 04/23/30,Long Y / Short X,0.89,21.39,0.69,0.69,0.0022,122,QUASI,QUASI,False,False,False
PIFKSA 4 3/4 02/14/30,UAE 4.951 07/07/52,Long Y / Short X,0.77,14.33,0.69,0.69,0.0024,122,IG,IG,False,True,True
KSA 5 3/8 01/13/31,JORDAN 7 3/8 10/10/47,Short Y / Long X,0.51,-76.75,-0.69,0.69,0.0048,122,IG,HY,False,True,True
EGYPT 7.6003 03/01/29,EGYPT 7.0529 01/15/32,Short Y / Long X,0.69,15.02,-0.69,0.69,0.0056,122,HY,HY,False,False,False
JORDAN 7 1/2 01/13/29,QPETRO 3.3 07/12/51,Long Y / Short X,0.7,124.26,0.69,0.69,0.006,122,HY,IG,False,False,False
QPETRO 1 3/8 09/12/26,MOROC 4 12/15/50,Short Y / Long X,1.12,-177.48,-0.69,0.69,0.0083,122,IG,HY,False,False,False
KSA 5 1/8 01/13/28,KSA 2 3/4 02/03/32,Long Y / Short X,0.66,11.59,0.69,0.69,0.0084,122,IG,IG,False,True,False
JORDAN 7 1/2 01/13/29,MOROC 4 12/15/50,Long Y / Short X,1.08,-6.18,0.69,0.69,0.0127,122,HY,HY,False,False,False
OMAN 7 01/25/51,KSA 3 5/8 03/04/28,Short Y / Long X,0.96,120.91,-0.69,0.69,0.0136,122,IG,IG,False,True,True
KSA 4 3/4 01/18/28,OMAN 6 1/2 03/08/47,Long Y / Short X,0.63,-39.61,0.69,0.69,0.0228,122,IG,IG,False,True,True
QATAR 4 1/2 04/23/28,UAE 2 7/8 10/19/41,Long Y / Short X,0.63,-15.82,0.69,0.69,0.0364,122,IG,IG,False,False,False
TAQAUH 4 3/8 01/24/29,RASGAS 5.838 09/30/27,Short Y / Long X,0.34,43.67,-0.69,0.69,0.042,122,QUASI,OTHER,False,False,False
TAQAUH 2 04/29/28,UAE 3 1/4 10/19/61,Long Y / Short X,0.5,13.21,0.69,0.69,0.0534,122,QUASI,IG,False,False,False
DPWDU 5 5/8 09/25/48,QATAR 4 1/2 02/27/28,Short Y / Long X,1.43,111.74,-0.69,0.69,0.0545,122,QUASI,IG,False,False,False
PIFKSA 5 3/8 01/29/54,TAQAUH 4 7/8 04/23/30,Short Y / Long X,0.82,123.68,-0.69,0.69,0.0567,122,IG,QUASI,False,True,True
JORDAN 7 3/8 10/10/47,QATAR 9 3/4 06/15/30,Long Y / Short X,0.99,285.73,0.69,0.69,0.057,122,HY,IG,False,False,False
QATAR 4.4 04/16/50,PIFKSA 5 5/8 07/29/34,Long Y / Short X,1.21,-38.01,0.69,0.69,0.0619,122,IG,IG,False,True,True
DPWDU 4.7 09/30/49,TAQAUH 4 3/8 01/24/29,Long Y / Short X,1.14,88.3,0.69,0.69,0.0667,122,QUASI,QUASI,False,False,False
QATAR 4 7/8 02/27/35,OMAN 6 08/01/29,Short Y / Long X,0.96,-52.38,-0.69,0.69,0.0674,122,IG,IG,False,False,False
TAQAUH 4 3/8 01/24/29,TAQAUH 4 10/03/49,Long Y / Short X,0.97,-58.6,0.69,0.69,0.0762,121,QUASI,QUASI,False,False,False
ARAMCO 6 3/8 06/02/55,UAE 4.05 07/07/32,Short Y / Long X,0.87,156.3,-0.69,0.69,0.0797,122,IG,IG,False,False,False
TAQAUH 4 3/8 10/09/31,UAE 2 10/19/31,Long Y / Short X,1.04,45.95,0.69,0.69,0.0863,122,QUASI,IG,False,False,False
OMAN 6 3/4 01/17/48,UAE 4.917 09/25/33,Short Y / Long X,0.78,153.52,-0.69,0.69,0.0915,122,IG,IG,False,False,False
KSA 4 7/8 07/18/33,OMAN 7 3/8 10/28/32,Short Y / Long X,0.72,16.44,-0.69,0.69,0.0937,122,IG,IG,False,True,True
EGYPT 8 3/4 09/30/51,TAQAUH 4.696 04/24/33,Long Y / Short X,1.51,371.98,0.69,0.69,0.0991,121,HY,QUASI,False,False,False
EGYPT 8.7002 03/01/49,TAQAUH 4 7/8 04/23/30,Long Y / Short X,1.3,416.76,0.69,0.69,0.1055,122,HY,QUASI,False,False,False
EGYPT 6.588 02/21/28,KSA 2 3/4 02/03/32,Long Y / Short X,2.16,30.16,0.69,0.69,0.1166,122,HY,IG,False,True,True
QATAR 4 3/4 05/29/34,MOROC 4 12/15/50,Short Y / Long X,0.64,-77.59,-0.69,0.69,0.1225,122,IG,HY,False,False,False
EGYPT 7.6003 03/01/29,KSA 2 3/4 02/03/32,Long Y / Short X,1.83,77.61,0.69,0.69,0.1626,122,HY,IG,False,True,True
OMAN 7 01/25/51,PIFKSA 5 3/8 01/29/54,Long Y / Short X,0.66,68.83,0.69,0.69,0.1762,122,IG,IG,False,True,True
QPETRO 2 1/4 07/12/31,TAQAUH 3.4 04/29/51,Short Y / Long X,0.81,-26.59,-0.69,0.69,0.1772,122,IG,QUASI,False,False,False
EGYPT 8.7002 03/01/49,QATAR 3 1/4 06/02/26,Short Y / Long X,1.63,476.73,-0.69,0.69,0.1992,122,HY,IG,False,False,False
ADNOCM 5 1/8 09/11/54,TAQAUH 6 1/2 10/27/36,Short Y / Long X,1.25,19.08,-0.68,0.68,0.0,121,IG,QUASI,False,False,False
ARAMCO 6 3/8 06/02/55,DPWDU 6.85 07/02/37,Short Y / Long X,0.57,111.96,-0.68,0.68,0.0001,122,IG,QUASI,False,False,False
KSA 4 3/4 01/16/30,ADNOCM 4 1/2 09/11/34,Long Y / Short X,0.66,19.57,0.68,0.68,0.0001,122,IG,IG,False,True,True
TAQAUH 4 3/8 10/09/31,UAE 2 7/8 10/19/41,Long Y / Short X,0.96,-7.96,0.68,0.68,0.0035,122,QUASI,IG,False,False,False
QPETRO 2 1/4 07/12/31,UAE 2 7/8 10/19/41,Short Y / Long X,0.77,2.63,-0.68,0.68,0.0058,122,IG,IG,False,False,False
